date,district,state,region,lat,lon,max_temp,humidity,wind_kmph,rainfall_mm
2025-05-03,Ahmedabad,Gujarat,West,23.0225,72.5714,39.1,37.5,21.1,0.0
2025-05-04,Ahmedabad,Gujarat,West,23.0225,72.5714,40.0,43.8,10.2,0.0
2025-05-05,Ahmedabad,Gujarat,West,23.0225,72.5714,43.2,48.3,9.7,0.0
2025-05-06,Ahmedabad,Gujarat,West,23.0225,72.5714,39.0,39.8,16.4,0.0
2025-05-07,Ahmedabad,Gujarat,West,23.0225,72.5714,41.0,47.7,10.4,0.0
2025-05-08,Ahmedabad,Gujarat,West,23.0225,72.5714,39.1,26.5,14.1,0.0
2025-05-09,Ahmedabad,Gujarat,West,23.0225,72.5714,38.2,43.9,12.7,0.0
2025-05-10,Ahmedabad,Gujarat,West,23.0225,72.5714,41.9,44.6,11.1,0.0
2025-05-11,Ahmedabad,Gujarat,West,23.0225,72.5714,43.0,42.4,22.6,0.0
2025-05-12,Ahmedabad,Gujarat,West,23.0225,72.5714,37.6,42.3,11.0,0.0
2025-05-13,Ahmedabad,Gujarat,West,23.0225,72.5714,41.7,56.9,14.2,0.0
2025-05-14,Ahmedabad,Gujarat,West,23.0225,72.5714,40.0,37.9,13.0,0.0
2025-05-15,Ahmedabad,Gujarat,West,23.0225,72.5714,39.2,39.4,14.8,0.0
2025-05-16,Ahmedabad,Gujarat,West,23.0225,72.5714,42.0,42.5,9.4,0.0
2025-05-17,Ahmedabad,Gujarat,West,23.0225,72.5714,43.7,36.0,15.8,0.0
2025-05-18,Ahmedabad,Gujarat,West,23.0225,72.5714,41.6,37.0,15.3,0.0
2025-05-19,Ahmedabad,Gujarat,West,23.0225,72.5714,39.1,49.5,18.3,0.0
2025-05-20,Ahmedabad,Gujarat,West,23.0225,72.5714,40.4,39.8,17.9,0.0
2025-05-21,Ahmedabad,Gujarat,West,23.0225,72.5714,39.6,39.2,9.0,0.0
2025-05-22,Ahmedabad,Gujarat,West,23.0225,72.5714,38.3,40.3,11.7,0.0
2025-05-23,Ahmedabad,Gujarat,West,23.0225,72.5714,41.3,41.4,13.1,0.0
2025-05-24,Ahmedabad,Gujarat,West,23.0225,72.5714,41.8,50.8,12.5,0.0
2025-05-25,Ahmedabad,Gujarat,West,23.0225,72.5714,40.1,50.8,9.5,0.0
2025-05-26,Ahmedabad,Gujarat,West,23.0225,72.5714,42.0,42.3,17.6,0.0
2025-05-27,Ahmedabad,Gujarat,West,23.0225,72.5714,40.1,46.0,14.2,0.0
2025-05-28,Ahmedabad,Gujarat,West,23.0225,72.5714,41.7,45.2,12.3,0.0
2025-05-29,Ahmedabad,Gujarat,West,23.0225,72.5714,40.9,43.8,7.3,0.0
2025-05-30,Ahmedabad,Gujarat,West,23.0225,72.5714,42.3,43.7,16.0,0.0
2025-05-31,Ahmedabad,Gujarat,West,23.0225,72.5714,41.9,30.8,20.4,0.0
2025-06-01,Ahmedabad,Gujarat,West,23.0225,72.5714,41.4,40.1,18.4,0.0
2025-06-02,Ahmedabad,Gujarat,West,23.0225,72.5714,41.0,45.4,8.2,0.0
2025-06-03,Ahmedabad,Gujarat,West,23.0225,72.5714,41.5,48.8,8.8,0.0
2025-06-04,Ahmedabad,Gujarat,West,23.0225,72.5714,41.1,47.6,9.5,0.0
2025-06-05,Ahmedabad,Gujarat,West,23.0225,72.5714,41.0,45.5,18.4,0.0
2025-06-06,Ahmedabad,Gujarat,West,23.0225,72.5714,40.5,55.0,20.1,0.0
2025-06-07,Ahmedabad,Gujarat,West,23.0225,72.5714,42.9,41.5,11.1,0.0
2025-06-08,Ahmedabad,Gujarat,West,23.0225,72.5714,40.2,45.4,9.4,0.0
2025-06-09,Ahmedabad,Gujarat,West,23.0225,72.5714,38.2,50.8,9.3,0.0
2025-06-10,Ahmedabad,Gujarat,West,23.0225,72.5714,42.2,47.8,8.1,0.0
2025-06-11,Ahmedabad,Gujarat,West,23.0225,72.5714,39.1,44.7,7.3,0.0
2025-06-12,Ahmedabad,Gujarat,West,23.0225,72.5714,40.4,40.8,13.1,0.0
2025-06-13,Ahmedabad,Gujarat,West,23.0225,72.5714,42.0,43.4,2.7,0.0
2025-06-14,Ahmedabad,Gujarat,West,23.0225,72.5714,42.2,23.6,8.7,0.0
2025-06-15,Ahmedabad,Gujarat,West,23.0225,72.5714,41.3,45.1,5.2,0.0
2025-06-16,Ahmedabad,Gujarat,West,23.0225,72.5714,39.0,34.4,13.7,0.0
2025-06-17,Ahmedabad,Gujarat,West,23.0225,72.5714,36.9,42.4,10.9,0.0
2025-06-18,Ahmedabad,Gujarat,West,23.0225,72.5714,39.9,38.2,9.9,0.0
2025-06-19,Ahmedabad,Gujarat,West,23.0225,72.5714,41.5,31.9,3.8,0.0
2025-06-20,Ahmedabad,Gujarat,West,23.0225,72.5714,41.9,43.0,13.5,0.0
2025-06-21,Ahmedabad,Gujarat,West,23.0225,72.5714,40.1,34.1,9.0,0.0
2025-06-22,Ahmedabad,Gujarat,West,23.0225,72.5714,41.7,43.4,10.7,0.0
2025-06-23,Ahmedabad,Gujarat,West,23.0225,72.5714,41.8,32.3,14.6,0.0
2025-06-24,Ahmedabad,Gujarat,West,23.0225,72.5714,38.9,41.8,13.7,0.0
2025-06-25,Ahmedabad,Gujarat,West,23.0225,72.5714,42.7,38.7,14.5,0.0
2025-06-26,Ahmedabad,Gujarat,West,23.0225,72.5714,39.8,43.9,6.7,0.0
2025-06-27,Ahmedabad,Gujarat,West,23.0225,72.5714,40.1,45.6,12.3,0.0
2025-06-28,Ahmedabad,Gujarat,West,23.0225,72.5714,41.6,50.3,17.1,1.9
2025-06-29,Ahmedabad,Gujarat,West,23.0225,72.5714,41.7,37.2,14.4,0.0
2025-06-30,Ahmedabad,Gujarat,West,23.0225,72.5714,41.2,39.6,10.1,0.0
2025-07-01,Ahmedabad,Gujarat,West,23.0225,72.5714,42.4,40.6,8.8,0.0
2025-07-02,Ahmedabad,Gujarat,West,23.0225,72.5714,40.0,43.5,8.5,0.0
2025-07-03,Ahmedabad,Gujarat,West,23.0225,72.5714,41.9,47.9,3.3,0.0
2025-07-04,Ahmedabad,Gujarat,West,23.0225,72.5714,38.8,46.6,13.6,0.0
2025-07-05,Ahmedabad,Gujarat,West,23.0225,72.5714,35.0,60.3,14.1,0.0
2025-07-06,Ahmedabad,Gujarat,West,23.0225,72.5714,39.9,41.3,12.2,0.0
2025-07-07,Ahmedabad,Gujarat,West,23.0225,72.5714,41.1,50.9,12.5,0.0
2025-07-08,Ahmedabad,Gujarat,West,23.0225,72.5714,39.2,39.0,8.7,0.0
2025-07-09,Ahmedabad,Gujarat,West,23.0225,72.5714,39.2,35.3,12.8,0.0
2025-07-10,Ahmedabad,Gujarat,West,23.0225,72.5714,39.2,42.4,12.6,0.0
2025-07-11,Ahmedabad,Gujarat,West,23.0225,72.5714,44.7,53.9,7.0,0.0
2025-07-12,Ahmedabad,Gujarat,West,23.0225,72.5714,39.5,51.0,5.3,0.0
2025-07-13,Ahmedabad,Gujarat,West,23.0225,72.5714,37.8,51.8,16.0,0.0
2025-07-14,Ahmedabad,Gujarat,West,23.0225,72.5714,41.4,47.1,13.6,0.0
2025-07-15,Ahmedabad,Gujarat,West,23.0225,72.5714,40.0,43.4,8.9,0.0
2025-07-16,Ahmedabad,Gujarat,West,23.0225,72.5714,41.6,42.2,13.0,0.2
2025-07-17,Ahmedabad,Gujarat,West,23.0225,72.5714,37.2,39.2,9.7,0.0
2025-07-18,Ahmedabad,Gujarat,West,23.0225,72.5714,38.3,45.2,8.1,0.0
2025-07-19,Ahmedabad,Gujarat,West,23.0225,72.5714,39.7,50.5,10.4,0.0
2025-07-20,Ahmedabad,Gujarat,West,23.0225,72.5714,36.5,49.3,10.2,0.0
2025-07-21,Ahmedabad,Gujarat,West,23.0225,72.5714,37.3,40.2,13.1,0.0
2025-07-22,Ahmedabad,Gujarat,West,23.0225,72.5714,36.7,55.3,4.6,0.0
2025-07-23,Ahmedabad,Gujarat,West,23.0225,72.5714,35.7,48.7,16.3,0.0
2025-07-24,Ahmedabad,Gujarat,West,23.0225,72.5714,37.2,53.0,13.5,0.0
2025-07-25,Ahmedabad,Gujarat,West,23.0225,72.5714,40.8,49.6,14.3,0.0
2025-07-26,Ahmedabad,Gujarat,West,23.0225,72.5714,40.2,51.9,15.5,0.0
2025-07-27,Ahmedabad,Gujarat,West,23.0225,72.5714,35.3,47.3,16.4,0.0
2025-07-28,Ahmedabad,Gujarat,West,23.0225,72.5714,33.5,54.1,13.9,0.0
2025-07-29,Ahmedabad,Gujarat,West,23.0225,72.5714,37.4,55.8,15.9,0.0
2025-07-30,Ahmedabad,Gujarat,West,23.0225,72.5714,34.7,61.9,16.8,0.0
2025-07-31,Ahmedabad,Gujarat,West,23.0225,72.5714,35.8,40.8,10.5,0.0
2025-08-01,Ahmedabad,Gujarat,West,23.0225,72.5714,37.8,58.2,13.5,0.0
2025-08-02,Ahmedabad,Gujarat,West,23.0225,72.5714,37.5,40.8,11.2,2.9
2025-08-03,Ahmedabad,Gujarat,West,23.0225,72.5714,38.7,42.5,11.4,0.0
2025-08-04,Ahmedabad,Gujarat,West,23.0225,72.5714,36.4,51.4,9.4,0.0
2025-08-05,Ahmedabad,Gujarat,West,23.0225,72.5714,36.1,55.9,9.2,0.0
2025-08-06,Ahmedabad,Gujarat,West,23.0225,72.5714,39.2,49.4,8.0,0.0
2025-08-07,Ahmedabad,Gujarat,West,23.0225,72.5714,32.5,52.7,3.0,0.0
2025-08-08,Ahmedabad,Gujarat,West,23.0225,72.5714,36.9,37.0,7.2,0.0
2025-08-09,Ahmedabad,Gujarat,West,23.0225,72.5714,37.6,51.3,13.1,0.0
2025-08-10,Ahmedabad,Gujarat,West,23.0225,72.5714,35.5,51.1,12.8,0.0
2025-08-11,Ahmedabad,Gujarat,West,23.0225,72.5714,40.1,46.8,11.1,0.0
2025-08-12,Ahmedabad,Gujarat,West,23.0225,72.5714,35.4,54.4,9.4,0.0
2025-08-13,Ahmedabad,Gujarat,West,23.0225,72.5714,35.4,53.1,19.1,0.0
2025-08-14,Ahmedabad,Gujarat,West,23.0225,72.5714,36.8,46.4,10.3,0.0
2025-08-15,Ahmedabad,Gujarat,West,23.0225,72.5714,34.4,45.8,8.7,0.0
2025-08-16,Ahmedabad,Gujarat,West,23.0225,72.5714,37.0,54.8,9.1,0.0
2025-08-17,Ahmedabad,Gujarat,West,23.0225,72.5714,34.7,52.4,13.1,0.5
2025-08-18,Ahmedabad,Gujarat,West,23.0225,72.5714,34.9,50.8,12.3,3.2
2025-08-19,Ahmedabad,Gujarat,West,23.0225,72.5714,33.8,52.7,14.0,0.0
2025-08-20,Ahmedabad,Gujarat,West,23.0225,72.5714,34.9,55.0,11.8,0.0
2025-08-21,Ahmedabad,Gujarat,West,23.0225,72.5714,33.1,38.0,5.3,0.3
2025-08-22,Ahmedabad,Gujarat,West,23.0225,72.5714,32.4,50.4,17.2,0.9
2025-08-23,Ahmedabad,Gujarat,West,23.0225,72.5714,34.2,56.3,11.2,3.7
2025-08-24,Ahmedabad,Gujarat,West,23.0225,72.5714,35.3,56.7,14.9,0.0
2025-08-25,Ahmedabad,Gujarat,West,23.0225,72.5714,38.2,52.1,5.5,1.1
2025-08-26,Ahmedabad,Gujarat,West,23.0225,72.5714,36.7,56.2,14.0,0.0
2025-08-27,Ahmedabad,Gujarat,West,23.0225,72.5714,30.6,63.1,9.9,1.7
2025-08-28,Ahmedabad,Gujarat,West,23.0225,72.5714,29.7,54.1,16.5,1.8
2025-08-29,Ahmedabad,Gujarat,West,23.0225,72.5714,33.0,53.2,13.1,3.8
2025-08-30,Ahmedabad,Gujarat,West,23.0225,72.5714,31.0,48.0,14.8,0.0
2025-08-31,Ahmedabad,Gujarat,West,23.0225,72.5714,33.1,60.5,10.4,0.9
2025-09-01,Ahmedabad,Gujarat,West,23.0225,72.5714,32.3,47.1,15.0,2.9
2025-09-02,Ahmedabad,Gujarat,West,23.0225,72.5714,32.4,57.1,12.0,1.3
2025-09-03,Ahmedabad,Gujarat,West,23.0225,72.5714,30.5,54.2,14.4,2.6
2025-09-04,Ahmedabad,Gujarat,West,23.0225,72.5714,29.7,65.0,12.3,1.7
2025-09-05,Ahmedabad,Gujarat,West,23.0225,72.5714,30.6,56.7,12.3,0.6
2025-09-06,Ahmedabad,Gujarat,West,23.0225,72.5714,30.3,56.7,10.3,1.5
2025-09-07,Ahmedabad,Gujarat,West,23.0225,72.5714,32.1,59.4,12.3,3.7
2025-09-08,Ahmedabad,Gujarat,West,23.0225,72.5714,30.7,60.3,10.9,0.4
2025-09-09,Ahmedabad,Gujarat,West,23.0225,72.5714,29.3,67.0,11.5,0.6
2025-09-10,Ahmedabad,Gujarat,West,23.0225,72.5714,31.1,58.8,12.5,0.6
2025-09-11,Ahmedabad,Gujarat,West,23.0225,72.5714,30.2,57.6,16.1,2.1
2025-09-12,Ahmedabad,Gujarat,West,23.0225,72.5714,32.3,57.6,15.2,0.2
2025-09-13,Ahmedabad,Gujarat,West,23.0225,72.5714,29.4,58.0,10.1,1.9
2025-09-14,Ahmedabad,Gujarat,West,23.0225,72.5714,35.7,61.6,12.0,1.0
2025-09-15,Ahmedabad,Gujarat,West,23.0225,72.5714,34.0,54.4,5.7,1.1
2025-09-16,Ahmedabad,Gujarat,West,23.0225,72.5714,32.4,56.2,8.3,0.1
2025-09-17,Ahmedabad,Gujarat,West,23.0225,72.5714,32.0,54.3,10.9,0.2
2025-09-18,Ahmedabad,Gujarat,West,23.0225,72.5714,30.6,62.1,14.7,4.9
2025-09-19,Ahmedabad,Gujarat,West,23.0225,72.5714,31.3,63.8,13.6,1.4
2025-09-20,Ahmedabad,Gujarat,West,23.0225,72.5714,31.2,62.4,10.2,2.6
2025-09-21,Ahmedabad,Gujarat,West,23.0225,72.5714,29.0,55.2,9.7,0.1
2025-09-22,Ahmedabad,Gujarat,West,23.0225,72.5714,31.1,56.8,16.2,3.7
2025-09-23,Ahmedabad,Gujarat,West,23.0225,72.5714,31.6,60.3,11.5,2.2
2025-09-24,Ahmedabad,Gujarat,West,23.0225,72.5714,29.5,59.1,16.0,1.9
2025-09-25,Ahmedabad,Gujarat,West,23.0225,72.5714,30.7,56.7,8.5,1.6
2025-09-26,Ahmedabad,Gujarat,West,23.0225,72.5714,29.6,53.1,12.0,1.2
2025-09-27,Ahmedabad,Gujarat,West,23.0225,72.5714,30.0,47.8,11.6,2.9
2025-09-28,Ahmedabad,Gujarat,West,23.0225,72.5714,29.4,55.2,17.6,0.1
2025-09-29,Ahmedabad,Gujarat,West,23.0225,72.5714,27.9,53.9,13.2,0.3
2025-09-30,Ahmedabad,Gujarat,West,23.0225,72.5714,26.8,69.0,8.0,1.6
2025-10-01,Ahmedabad,Gujarat,West,23.0225,72.5714,26.6,49.9,11.5,0.2
2025-10-02,Ahmedabad,Gujarat,West,23.0225,72.5714,28.9,64.0,12.9,0.6
2025-10-03,Ahmedabad,Gujarat,West,23.0225,72.5714,30.6,49.6,10.5,2.2
2025-10-04,Ahmedabad,Gujarat,West,23.0225,72.5714,29.0,56.7,2.2,0.1
2025-10-05,Ahmedabad,Gujarat,West,23.0225,72.5714,29.5,58.2,4.6,1.0
2025-10-06,Ahmedabad,Gujarat,West,23.0225,72.5714,27.6,64.5,14.5,0.6
2025-10-07,Ahmedabad,Gujarat,West,23.0225,72.5714,27.7,59.0,12.6,1.5
2025-10-08,Ahmedabad,Gujarat,West,23.0225,72.5714,29.6,52.0,16.9,3.3
2025-10-09,Ahmedabad,Gujarat,West,23.0225,72.5714,26.2,62.8,12.4,5.5
2025-10-10,Ahmedabad,Gujarat,West,23.0225,72.5714,26.0,67.1,10.4,2.9
2025-10-11,Ahmedabad,Gujarat,West,23.0225,72.5714,28.4,59.7,9.9,1.4
2025-10-12,Ahmedabad,Gujarat,West,23.0225,72.5714,25.6,59.4,13.3,1.0
2025-10-13,Ahmedabad,Gujarat,West,23.0225,72.5714,32.9,56.6,10.3,3.3
2025-10-14,Ahmedabad,Gujarat,West,23.0225,72.5714,28.3,66.4,19.3,2.4
2025-10-15,Ahmedabad,Gujarat,West,23.0225,72.5714,25.6,61.8,13.2,2.0
2025-10-16,Ahmedabad,Gujarat,West,23.0225,72.5714,31.1,67.5,10.9,1.8
2025-10-17,Ahmedabad,Gujarat,West,23.0225,72.5714,27.1,58.6,15.0,1.4
2025-10-18,Ahmedabad,Gujarat,West,23.0225,72.5714,28.3,62.0,14.0,1.1
2025-10-19,Ahmedabad,Gujarat,West,23.0225,72.5714,28.5,66.4,8.1,0.5
2025-10-20,Ahmedabad,Gujarat,West,23.0225,72.5714,26.0,54.9,10.0,0.8
2025-10-21,Ahmedabad,Gujarat,West,23.0225,72.5714,26.1,59.7,5.5,0.9
2025-10-22,Ahmedabad,Gujarat,West,23.0225,72.5714,30.4,67.1,13.2,2.8
2025-10-23,Ahmedabad,Gujarat,West,23.0225,72.5714,28.9,59.5,16.4,0.6
2025-10-24,Ahmedabad,Gujarat,West,23.0225,72.5714,25.6,66.7,15.9,0.6
2025-10-25,Ahmedabad,Gujarat,West,23.0225,72.5714,28.9,80.2,7.2,4.0
2025-10-26,Ahmedabad,Gujarat,West,23.0225,72.5714,27.7,71.5,7.6,0.0
2025-10-27,Ahmedabad,Gujarat,West,23.0225,72.5714,23.7,57.3,8.9,3.1
2025-10-28,Ahmedabad,Gujarat,West,23.0225,72.5714,26.5,69.1,7.7,3.3
2025-10-29,Ahmedabad,Gujarat,West,23.0225,72.5714,29.2,67.6,7.1,3.3
2025-10-30,Ahmedabad,Gujarat,West,23.0225,72.5714,28.6,68.8,5.1,2.7
2025-10-31,Ahmedabad,Gujarat,West,23.0225,72.5714,23.4,59.8,17.3,5.3
2025-11-01,Ahmedabad,Gujarat,West,23.0225,72.5714,25.7,77.5,14.2,4.7
2025-11-02,Ahmedabad,Gujarat,West,23.0225,72.5714,25.6,63.7,15.4,3.9
2025-11-03,Ahmedabad,Gujarat,West,23.0225,72.5714,26.9,60.7,11.3,1.2
2025-11-04,Ahmedabad,Gujarat,West,23.0225,72.5714,24.5,59.9,10.9,1.8
2025-11-05,Ahmedabad,Gujarat,West,23.0225,72.5714,28.0,64.3,9.4,0.2
2025-11-06,Ahmedabad,Gujarat,West,23.0225,72.5714,23.0,64.6,11.2,0.4
2025-11-07,Ahmedabad,Gujarat,West,23.0225,72.5714,26.6,69.9,12.4,0.0
2025-11-08,Ahmedabad,Gujarat,West,23.0225,72.5714,27.6,67.4,12.8,2.3
2025-11-09,Ahmedabad,Gujarat,West,23.0225,72.5714,25.5,56.5,9.2,1.6
2025-11-10,Ahmedabad,Gujarat,West,23.0225,72.5714,24.5,64.7,13.0,14.3
2025-11-11,Ahmedabad,Gujarat,West,23.0225,72.5714,27.6,60.3,8.1,0.3
2025-11-12,Ahmedabad,Gujarat,West,23.0225,72.5714,24.5,61.6,10.6,0.2
2025-11-13,Ahmedabad,Gujarat,West,23.0225,72.5714,26.8,68.5,15.7,0.4
2025-11-14,Ahmedabad,Gujarat,West,23.0225,72.5714,22.3,63.1,10.7,9.1
2025-11-15,Ahmedabad,Gujarat,West,23.0225,72.5714,28.3,65.6,10.1,1.3
2025-11-16,Ahmedabad,Gujarat,West,23.0225,72.5714,21.7,66.8,14.5,5.6
2025-11-17,Ahmedabad,Gujarat,West,23.0225,72.5714,25.9,69.1,13.4,1.6
2025-11-18,Ahmedabad,Gujarat,West,23.0225,72.5714,24.2,72.1,5.5,1.3
2025-11-19,Ahmedabad,Gujarat,West,23.0225,72.5714,23.5,63.0,10.8,1.5
2025-11-20,Ahmedabad,Gujarat,West,23.0225,72.5714,24.8,57.8,17.5,2.7
2025-11-21,Ahmedabad,Gujarat,West,23.0225,72.5714,24.6,55.8,8.7,0.8
2025-11-22,Ahmedabad,Gujarat,West,23.0225,72.5714,23.1,66.5,13.7,1.3
2025-11-23,Ahmedabad,Gujarat,West,23.0225,72.5714,26.4,69.6,12.1,6.7
2025-11-24,Ahmedabad,Gujarat,West,23.0225,72.5714,26.1,63.6,9.7,2.3
2025-11-25,Ahmedabad,Gujarat,West,23.0225,72.5714,23.9,71.1,11.4,0.2
2025-11-26,Ahmedabad,Gujarat,West,23.0225,72.5714,26.5,67.1,17.4,0.3
2025-11-27,Ahmedabad,Gujarat,West,23.0225,72.5714,22.3,64.8,6.8,1.2
2025-11-28,Ahmedabad,Gujarat,West,23.0225,72.5714,23.8,68.0,12.4,0.0
2025-11-29,Ahmedabad,Gujarat,West,23.0225,72.5714,25.3,73.5,6.1,0.6
2025-11-30,Ahmedabad,Gujarat,West,23.0225,72.5714,25.4,71.4,4.4,1.0
2025-12-01,Ahmedabad,Gujarat,West,23.0225,72.5714,25.6,68.8,7.0,6.3
2025-12-02,Ahmedabad,Gujarat,West,23.0225,72.5714,23.5,67.0,5.9,3.9
2025-12-03,Ahmedabad,Gujarat,West,23.0225,72.5714,27.1,59.0,10.9,0.4
2025-12-04,Ahmedabad,Gujarat,West,23.0225,72.5714,23.6,72.2,9.2,0.8
2025-12-05,Ahmedabad,Gujarat,West,23.0225,72.5714,26.2,71.1,11.8,5.4
2025-12-06,Ahmedabad,Gujarat,West,23.0225,72.5714,24.0,59.9,12.1,1.2
2025-12-07,Ahmedabad,Gujarat,West,23.0225,72.5714,22.9,65.9,2.4,4.5
2025-12-08,Ahmedabad,Gujarat,West,23.0225,72.5714,23.7,56.3,9.3,0.1
2025-12-09,Ahmedabad,Gujarat,West,23.0225,72.5714,24.0,59.0,15.2,0.1
2025-12-10,Ahmedabad,Gujarat,West,23.0225,72.5714,26.3,63.2,11.8,1.1
2025-12-11,Ahmedabad,Gujarat,West,23.0225,72.5714,27.3,62.6,8.2,0.4
2025-12-12,Ahmedabad,Gujarat,West,23.0225,72.5714,26.5,65.4,6.6,5.4
2025-12-13,Ahmedabad,Gujarat,West,23.0225,72.5714,28.4,78.7,16.6,0.1
2025-12-14,Ahmedabad,Gujarat,West,23.0225,72.5714,28.3,60.0,15.9,0.8
2025-12-15,Ahmedabad,Gujarat,West,23.0225,72.5714,27.8,65.7,8.6,0.3
2025-12-16,Ahmedabad,Gujarat,West,23.0225,72.5714,25.2,70.5,16.4,1.4
2025-12-17,Ahmedabad,Gujarat,West,23.0225,72.5714,24.0,72.3,9.7,4.0
2025-12-18,Ahmedabad,Gujarat,West,23.0225,72.5714,24.8,67.2,18.1,0.3
2025-12-19,Ahmedabad,Gujarat,West,23.0225,72.5714,26.1,68.9,10.8,0.0
2025-12-20,Ahmedabad,Gujarat,West,23.0225,72.5714,25.1,76.2,11.3,3.4
2025-12-21,Ahmedabad,Gujarat,West,23.0225,72.5714,25.4,70.0,3.5,2.3
2025-12-22,Ahmedabad,Gujarat,West,23.0225,72.5714,25.7,66.4,2.5,6.1
2025-12-23,Ahmedabad,Gujarat,West,23.0225,72.5714,26.9,57.9,15.9,0.3
2025-12-24,Ahmedabad,Gujarat,West,23.0225,72.5714,24.9,72.2,10.5,0.4
2025-12-25,Ahmedabad,Gujarat,West,23.0225,72.5714,29.4,62.2,12.6,1.1
2025-12-26,Ahmedabad,Gujarat,West,23.0225,72.5714,21.8,75.5,14.8,3.0
2025-12-27,Ahmedabad,Gujarat,West,23.0225,72.5714,26.8,70.2,12.2,3.6
2025-12-28,Ahmedabad,Gujarat,West,23.0225,72.5714,25.0,70.8,7.8,0.3
2025-12-29,Ahmedabad,Gujarat,West,23.0225,72.5714,21.4,60.9,8.9,0.2
2025-12-30,Ahmedabad,Gujarat,West,23.0225,72.5714,26.2,69.9,14.6,0.8
2025-12-31,Ahmedabad,Gujarat,West,23.0225,72.5714,26.5,62.9,12.4,0.4
2025-01-01,Jaipur,Rajasthan,Northwest,26.9124,75.7873,30.0,69.1,7.0,1.5
2025-01-02,Jaipur,Rajasthan,Northwest,26.9124,75.7873,26.5,61.2,8.9,3.3
2025-01-03,Jaipur,Rajasthan,Northwest,26.9124,75.7873,27.7,61.4,16.5,0.6
2025-01-04,Jaipur,Rajasthan,Northwest,26.9124,75.7873,29.4,63.7,9.4,2.8
2025-01-05,Jaipur,Rajasthan,Northwest,26.9124,75.7873,31.8,66.1,11.4,0.1
2025-01-06,Jaipur,Rajasthan,Northwest,26.9124,75.7873,34.0,64.6,12.5,0.3
2025-01-07,Jaipur,Rajasthan,Northwest,26.9124,75.7873,27.4,70.3,18.8,1.2
2025-01-08,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.7,61.4,14.9,1.2
2025-01-09,Jaipur,Rajasthan,Northwest,26.9124,75.7873,33.4,67.2,10.0,2.1
2025-01-10,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.2,72.9,9.0,0.0
2025-01-11,Jaipur,Rajasthan,Northwest,26.9124,75.7873,29.8,55.4,12.3,5.3
2025-01-12,Jaipur,Rajasthan,Northwest,26.9124,75.7873,31.9,52.9,1.0,0.3
2025-01-13,Jaipur,Rajasthan,Northwest,26.9124,75.7873,29.0,68.3,12.1,2.3
2025-01-14,Jaipur,Rajasthan,Northwest,26.9124,75.7873,31.5,61.0,13.3,1.8
2025-01-15,Jaipur,Rajasthan,Northwest,26.9124,75.7873,30.3,60.3,10.6,0.9
2025-01-16,Jaipur,Rajasthan,Northwest,26.9124,75.7873,29.7,75.2,7.7,0.2
2025-01-17,Jaipur,Rajasthan,Northwest,26.9124,75.7873,28.1,63.3,19.6,1.6
2025-01-18,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.4,58.1,16.9,2.9
2025-01-19,Jaipur,Rajasthan,Northwest,26.9124,75.7873,29.5,46.5,16.7,0.7
2025-01-20,Jaipur,Rajasthan,Northwest,26.9124,75.7873,33.6,64.1,14.0,0.3
2025-01-21,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.9,52.2,13.6,0.0
2025-01-22,Jaipur,Rajasthan,Northwest,26.9124,75.7873,30.5,53.8,14.7,0.1
2025-01-23,Jaipur,Rajasthan,Northwest,26.9124,75.7873,30.7,68.1,13.7,1.0
2025-01-24,Jaipur,Rajasthan,Northwest,26.9124,75.7873,31.6,62.6,6.5,4.8
2025-01-25,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.5,72.6,16.2,1.1
2025-01-26,Jaipur,Rajasthan,Northwest,26.9124,75.7873,31.6,57.1,11.9,0.7
2025-01-27,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.3,60.7,10.7,2.2
2025-01-28,Jaipur,Rajasthan,Northwest,26.9124,75.7873,28.5,61.2,7.0,2.7
2025-01-29,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.4,67.0,8.8,5.8
2025-01-30,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.6,63.2,10.1,0.6
2025-01-31,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.3,62.7,8.9,1.2
2025-02-01,Jaipur,Rajasthan,Northwest,26.9124,75.7873,33.4,68.7,14.3,0.2
2025-02-02,Jaipur,Rajasthan,Northwest,26.9124,75.7873,33.7,57.2,1.0,0.8
2025-02-03,Jaipur,Rajasthan,Northwest,26.9124,75.7873,34.9,70.0,14.3,1.1
2025-02-04,Jaipur,Rajasthan,Northwest,26.9124,75.7873,35.1,65.8,11.3,3.9
2025-02-05,Jaipur,Rajasthan,Northwest,26.9124,75.7873,32.8,49.9,10.8,0.6
2025-02-06,Jaipur,Rajasthan,Northwest,26.9124,75.7873,34.6,59.6,17.5,0.2
2025-02-07,Jaipur,Rajasthan,Northwest,26.9124,75.7873,31.7,61.1,12.0,2.9
2025-02-08,Jaipur,Rajasthan,Northwest,26.9124,75.7873,33.1,50.6,10.0,3.0
2025-02-09,Jaipur,Rajasthan,Northwest,26.9124,75.7873,30.6,54.9,14.9,5.1
